	motifs_int	motifs_str	ISP_k	ISP_M	ISP_f	ISP_t	ISP_T	ISP_indice	MODYCO_k	MODYCO_M	MODYCO_f	MODYCO_t	MODYCO_T	MODYCO_indice
{5,24} {3,5} {18} {5,24} {5}	[{24, 5}, {3, 5}, {18}, {24, 5}, {5}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{18} {5} {3} {18} {5}	[{18}, {5}, {3}, {18}, {5}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{18} {24} {3} {18} {5} {5}	[{18}, {24}, {3}, {18}, {5}, {5}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{18} {24} {26} {11,26}	[{18}, {24}, {26}, {26, 11}]	{pos_ADP} {pos_DET} {feats_Gender=Fem} {pos_ADJ,feats_Gender=Fem}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{18} {24,27} {3,4} {18} {5}	[{18}, {24, 27}, {3, 4}, {18}, {5}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{23,24,25,27} {3} {18} {5} {3}	[{24, 25, 27, 23}, {3}, {18}, {5}, {3}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{24} {3} {17,18,728,730} {5,24} {5}	[{24}, {3}, {728, 17, 18, 730}, {24, 5}, {5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{684} {18} {5} {5}	[{684}, {18}, {5}, {5}]	{pos_VERB} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	224.0	88.0	224	875	2236	inf			224	1361	2236	
{26} {18} {24,27} {3}	[{26}, {18}, {24, 27}, {3}]	{feats_Gender=Fem} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	321.0	288.0	737	875	2236	2.931196182215378	416.0	449.0	737	1361	2236	-2.80054840307872
{3} {18} {5,24,27} {3,5}	[{3}, {18}, {24, 27, 5}, {3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	323.0	291.0	743	875	2236	2.876778509640055	420.0	452.0	743	1361	2236	-2.747775530651891
{18} {24,27} {3} {105}	[{18}, {24, 27}, {3}, {105}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	323.0	275.0	702	875	2236	5.544306456498279	379.0	427.0	702	1361	2236	-5.3553046466979595
{23,24,25,27} {3} {18} {5}	[{24, 25, 27, 23}, {3}, {18}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	410.0	342.0	873	875	2236	9.283114230652037	463.0	531.0	873	1361	2236	-9.045381870847676
{18} {5,24,27} {5} {105}	[{18}, {24, 27, 5}, {5}, {105}]	{pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	313.0	122.0	313	875	2236	inf			313	1361	2236	
{18} {24,27} {3} {11}	[{18}, {24, 27}, {3}, {11}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADJ}	313.0	290.0	740	875	2236	1.8557089239260702	427.0	450.0	740	1361	2236	-1.7557514835812837
{26} {18} {5} {5}	[{26}, {18}, {5}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	347.0	306.0	782	875	2236	4.069699444122376	435.0	476.0	782	1361	2236	-3.9144475045290967
{5} {18} {5,24,25,27} {3,5}	[{5}, {18}, {24, 25, 27, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}			660	875	2236		378.0	402.0	660	1361	2236	-1.8587802925992087
{5} {18} {5} {26}	[{5}, {18}, {5}, {26}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}			675	875	2236		392.0	411.0	675	1361	2236	-1.3788513968734775
{24} {4} {18} {5}	[{24}, {4}, {18}, {5}]	{pos_DET} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}			673	875	2236		340.0	410.0	673	1361	2236	-10.38001328001154
{5} {18} {24,25,27} {3}	[{5}, {18}, {24, 25, 27}, {3}]	{feats_Number=Sing} {pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}			762	875	2236		429.0	464.0	762	1361	2236	-3.0572872852033735
{5} {3} {18} {5}	[{5}, {3}, {18}, {5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing}			794	875	2236		448.0	483.0	794	1361	2236	-3.078116470031169
{5} {18} {5,24,25,27} {5}	[{5}, {18}, {24, 25, 27, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}			744	875	2236		399.0	453.0	744	1361	2236	-6.293145520958939
{3} {18} {5} {3}	[{3}, {18}, {5}, {3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN}			804	875	2236		452.0	489.0	804	1361	2236	-3.3505215204309806
{3} {18} {5} {3,26}	[{3}, {18}, {5}, {26, 3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Fem}			570	875	2236		341.0	347.0	570	1361	2236	-0.5321084368078729
{4} {18} {24,25,27} {3}	[{4}, {18}, {24, 25, 27}, {3}]	{feats_Gender=Masc} {pos_ADP} {pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}			621	875	2236		348.0	378.0	621	1361	2236	-2.6514952703030983
{5} {3} {18} {3}	[{5}, {3}, {18}, {3}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {pos_NOUN}			608	875	2236		348.0	370.0	608	1361	2236	-1.7440078356169462
{5} {18} {5} {3,26}	[{5}, {18}, {5}, {26, 3}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Fem}			592	875	2236		348.0	360.0	592	1361	2236	-0.911388367084339
