	motifs_int	motifs_str	ISP_k	ISP_M	ISP_f	ISP_t	ISP_T	ISP_indice	MODYCO_k	MODYCO_M	MODYCO_f	MODYCO_t	MODYCO_T	MODYCO_indice
{5} {18} {5,23,24,25,27} {5,26}	[{5}, {18}, {5, 23, 24, 25, 27}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{5,23,24,25,27} {5} {18} {5,24}	[{5, 23, 24, 25, 27}, {5}, {18}, {24, 5}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{5,24} {4,5} {18} {5}	[{24, 5}, {4, 5}, {18}, {5}]	{feats_Number=Sing,pos_DET} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{18} {5} {4,5} {105}	[{18}, {5}, {4, 5}, {105}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_PUNCT}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{23,24,25,27} {3} {17,18} {5,24,27} {5}	[{24, 25, 27, 23}, {3}, {17, 18}, {24, 27, 5}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{24} {3} {18} {3,5,26}	[{24}, {3}, {18}, {26, 3, 5}]	{pos_DET} {pos_NOUN} {pos_ADP} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{24} {3} {18} {4,5}	[{24}, {3}, {18}, {4, 5}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Gender=Masc,feats_Number=Sing}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{24} {3,26} {18} {24}	[{24}, {26, 3}, {18}, {24}]	{pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADP} {pos_DET}	219.0	86.0	219	875	2236	inf			219	1361	2236	
{5} {5} {18} {5,24}	[{5}, {5}, {18}, {24, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET}	326.0	270.0	690	875	2236	7.175231570689575	364.0	420.0	690	1361	2236	-6.95672233715729
{24,27} {3} {18} {5} {5}	[{24, 27}, {3}, {18}, {5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	326.0	269.0	687	875	2236	7.451530664144052	361.0	418.0	687	1361	2236	-7.228236552327711
{3} {18} {5} {3,5,26}	[{3}, {18}, {5}, {26, 3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	229.0	223.0	569	875	2236	0.6056962546978185	340.0	346.0	569	1361	2236	-0.5522984012050803
{3,5} {18} {24} {26}	[{3, 5}, {18}, {24}, {26}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET} {feats_Gender=Fem}	229.0	90.0	229	875	2236	inf			229	1361	2236	
{5,24} {3,5} {18} {24} {3}	[{24, 5}, {3, 5}, {18}, {24}, {3}]	{feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	229.0	90.0	229	875	2236	inf			229	1361	2236	
{5,24,27} {5} {18} {24} {3}	[{24, 27, 5}, {5}, {18}, {24}, {3}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	229.0	90.0	229	875	2236	inf			229	1361	2236	
{5,24,27} {5} {18} {24,27}	[{24, 27, 5}, {5}, {18}, {24, 27}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {pos_DET,feats_PronType=Art}	229.0	90.0	229	875	2236	inf			229	1361	2236	
{26} {18} {24,27} {26}	[{26}, {18}, {24, 27}, {26}]	{feats_Gender=Fem} {pos_ADP} {pos_DET,feats_PronType=Art} {feats_Gender=Fem}	229.0	90.0	229	875	2236	inf			229	1361	2236	
{3} {944,945,946,948} {17,18,728,730,878} {4,5,23,24,25,27,43,44}	[{3}, {944, 945, 946, 948}, {878, 17, 18, 728, 730}, {4, 5, 43, 44, 23, 24, 25, 27}]	{pos_NOUN} {lemma_du,pos_du,feats_du,wp_▁du} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {feats_Gender=Masc,feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,dep_le,wp_▁le}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{3,4} {18} {24,27} {3}	[{3, 4}, {18}, {24, 27}, {3}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{5} {18} {5} {4,5}	[{5}, {18}, {5}, {4, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{5,23,24,25,27} {3,5} {17,18} {24}	[{5, 23, 24, 25, 27}, {3, 5}, {17, 18}, {24}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {pos_DET}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{5,24} {5} {18} {5,24,27}	[{24, 5}, {5}, {18}, {24, 27, 5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{5,24,27} {3,5} {18} {24} {3}	[{24, 27, 5}, {3, 5}, {18}, {24}, {3}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{18} {5} {5} {18} {24}	[{18}, {5}, {5}, {18}, {24}]	{pos_ADP} {feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {pos_DET}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{18} {24,27} {3,4} {105}	[{18}, {24, 27}, {3, 4}, {105}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {pos_PUNCT}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{23,24,25,27} {3} {18} {24,27} {3}	[{24, 25, 27, 23}, {3}, {18}, {24, 27}, {3}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{24,27} {3} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {92}	[{24, 27}, {3}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {92}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {feats_Number=Plur}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{24,27} {3,26} {17,18} {5}	[{24, 27}, {26, 3}, {17, 18}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Fem} {lemma_de,pos_ADP} {feats_Number=Sing}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{26} {18} {5} {5,26}	[{26}, {18}, {5}, {26, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{26} {26} {18} {24}	[{26}, {26}, {18}, {24}]	{feats_Gender=Fem} {feats_Gender=Fem} {pos_ADP} {pos_DET}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{684} {18} {24,27} {3}	[{684}, {18}, {24, 27}, {3}]	{pos_VERB} {pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN}	220.0	86.0	220	875	2236	inf			220	1361	2236	
{3} {18} {5,24} {5}	[{3}, {18}, {24, 5}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	413.0	346.0	884	875	2236	8.940400118481259	471.0	538.0	884	1361	2236	-8.70689030259544
{3,5} {18} {5,24} {5}	[{3, 5}, {18}, {24, 5}, {5}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	317.0	261.0	666	875	2236	7.384651220032839	349.0	405.0	666	1361	2236	-7.160653333068549
{5} {18} {24} {26}	[{5}, {18}, {24}, {26}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {feats_Gender=Fem}	317.0	288.0	736	875	2236	2.4767921695616057	419.0	448.0	736	1361	2236	-2.3582032871803715
{24} {3} {18} {3,5}	[{24}, {3}, {18}, {3, 5}]	{pos_DET} {pos_NOUN} {pos_ADP} {pos_NOUN,feats_Number=Sing}	317.0	264.0	675	875	2236	6.570153208360337	358.0	411.0	675	1361	2236	-6.36065380598312
{26} {18} {5,24} {5}	[{26}, {18}, {24, 5}, {5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	317.0	279.0	714	875	2236	3.681428183817485	397.0	435.0	714	1361	2236	-3.5315620821675378
{5} {3,5} {18} {5,24} {5}	[{5}, {3, 5}, {18}, {24, 5}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{5} {5} {17,18,728,730} {5} {5}	[{5}, {5}, {728, 17, 18, 730}, {5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{5} {5,26} {18} {5}	[{5}, {26, 5}, {18}, {5}]	{feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	239.0	227.0	581	875	2236	0.9382363600659808	342.0	354.0	581	1361	2236	-0.867849612425845
{17,18} {5,24,27} {5} {105}	[{17, 18}, {24, 27, 5}, {5}, {105}]	{lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_PUNCT}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{17,18,728,730} {23,24,25,27} {3} {105}	[{728, 17, 18, 730}, {24, 25, 27, 23}, {3}, {105}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{18} {5} {3,5} {5}	[{18}, {5}, {3, 5}, {5}]	{pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{18} {24} {3} {18} {26}	[{18}, {24}, {3}, {18}, {26}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{18} {92} {3,92} {18}	[{18}, {92}, {3, 92}, {18}]	{pos_ADP} {feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {pos_ADP}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{24} {3,4} {18} {24}	[{24}, {3, 4}, {18}, {24}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {pos_ADP} {pos_DET}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{24,27} {3} {18} {5} {3,5}	[{24, 27}, {3}, {18}, {5}, {3, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{92} {4} {18} {5}	[{92}, {4}, {18}, {5}]	{feats_Number=Plur} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{92} {92} {18} {24,27}	[{92}, {92}, {18}, {24, 27}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {pos_DET,feats_PronType=Art}	239.0	93.0	239	875	2236	inf			239	1361	2236	
{24,27} {3} {18} {5,24} {5}	[{24, 27}, {3}, {18}, {24, 5}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	292.0	114.0	292	875	2236	inf			292	1361	2236	
{3} {18} {5,24,27} {5,26}	[{3}, {18}, {24, 27, 5}, {26, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	240.0	227.0	581	875	2236	1.0120646167198797	341.0	354.0	581	1361	2236	-0.9382363600715248
{4} {18} {24} {3,26}	[{4}, {18}, {24}, {26, 3}]	{feats_Gender=Masc} {pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem}	240.0	94.0	240	875	2236	inf			240	1361	2236	
{5} {3} {18} {5,24} {5}	[{5}, {3}, {18}, {24, 5}, {5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	240.0	94.0	240	875	2236	inf			240	1361	2236	
{18} {5,23,24,25,27} {3,5} {17,18}	[{18}, {5, 23, 24, 25, 27}, {3, 5}, {17, 18}]	{pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP}	240.0	94.0	240	875	2236	inf			240	1361	2236	
{24,27} {3} {18} {5} {3}	[{24, 27}, {3}, {18}, {5}, {3}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN}	240.0	94.0	240	875	2236	inf			240	1361	2236	
{92} {18} {5,23,24,25,27} {5}	[{92}, {18}, {5, 23, 24, 25, 27}, {5}]	{feats_Number=Plur} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	240.0	94.0	240	875	2236	inf			240	1361	2236	
{3} {18} {24} {3}	[{3}, {18}, {24}, {3}]	{pos_NOUN} {pos_ADP} {pos_DET} {pos_NOUN}	433.0	372.0	950	875	2236	7.49183219058206	517.0	578.0	950	1361	2236	-7.2812533978362355
{5} {17,18} {5} {5}	[{5}, {17, 18}, {5}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	337.0	276.0	706	875	2236	8.173259882284192	369.0	430.0	706	1361	2236	-7.94012846315074
{5} {4,5} {18} {5}	[{5}, {4, 5}, {18}, {5}]	{feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	275.0	108.0	275	875	2236	inf			275	1361	2236	
{23,24,25,27} {3} {18} {3}	[{24, 25, 27, 23}, {3}, {18}, {3}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_NOUN}	275.0	108.0	275	875	2236	inf			275	1361	2236	
{23,24,25,27} {3} {18} {5,24} {5}	[{24, 25, 27, 23}, {3}, {18}, {24, 5}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	275.0	108.0	275	875	2236	inf			275	1361	2236	
{24,27} {3} {18} {5,24,27}	[{24, 27}, {3}, {18}, {24, 27, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	275.0	108.0	275	875	2236	inf			275	1361	2236	
{26} {18} {5} {3,5}	[{26}, {18}, {5}, {3, 5}]	{feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Number=Sing}	275.0	255.0	652	875	2236	1.5791127466143022	377.0	397.0	652	1361	2236	-1.4853142411544267
{24} {3} {18} {24}	[{24}, {3}, {18}, {24}]	{pos_DET} {pos_NOUN} {pos_ADP} {pos_DET}	372.0	299.0	763	875	2236	11.049587674292342	391.0	464.0	763	1361	2236	-10.793392451031595
{3} {18} {5,24,27} {3,5,26}	[{3}, {18}, {24, 27, 5}, {26, 3, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{3} {18} {26} {5}	[{3}, {18}, {26}, {5}]	{pos_NOUN} {pos_ADP} {feats_Gender=Fem} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{3,4} {18} {5,23,24,25,27} {5}	[{3, 4}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{3,5} {17,18,728,730} {5,24} {5}	[{3, 5}, {728, 17, 18, 730}, {24, 5}, {5}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{5} {3} {18} {5,24,27} {5}	[{5}, {3}, {18}, {24, 27, 5}, {5}]	{feats_Number=Sing} {pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{5} {4} {18} {5} {5}	[{5}, {4}, {18}, {5}, {5}]	{feats_Number=Sing} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{5} {5} {17,18} {24} {3}	[{5}, {5}, {17, 18}, {24}, {3}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {pos_DET} {pos_NOUN}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{5,24,27} {3,5} {17,18} {5} {5}	[{24, 27, 5}, {3, 5}, {17, 18}, {5}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{18} {5,24} {3,5} {18} {5}	[{18}, {24, 5}, {3, 5}, {18}, {5}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{18} {24} {3,26} {11}	[{18}, {24}, {26, 3}, {11}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADJ}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{23,24,25,27} {3} {17,18,728,730} {5} {5}	[{24, 25, 27, 23}, {3}, {728, 17, 18, 730}, {5}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{23,24,25,27} {3} {18} {5,23,24,25,27} {5}	[{24, 25, 27, 23}, {3}, {18}, {5, 23, 24, 25, 27}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{24,27} {3} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881}	[{24, 27}, {3}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{26} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881}	[{26}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}]	{feats_Gender=Fem} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{92} {92} {18} {24} {3}	[{92}, {92}, {18}, {24}, {3}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADP} {pos_DET} {pos_NOUN}	222.0	87.0	222	875	2236	inf			222	1361	2236	
{5} {18} {23,24,25,27} {26}	[{5}, {18}, {24, 25, 27, 23}, {26}]	{feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Fem}	245.0	96.0	245	875	2236	inf			245	1361	2236	
{17,18} {24,27} {3} {105}	[{17, 18}, {24, 27}, {3}, {105}]	{lemma_de,pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	245.0	96.0	245	875	2236	inf			245	1361	2236	
{18} {24,27} {3,4} {17,18}	[{18}, {24, 27}, {3, 4}, {17, 18}]	{pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP}	245.0	96.0	245	875	2236	inf			245	1361	2236	
{24} {3,4} {17,18,728,730} {5}	[{24}, {3, 4}, {728, 17, 18, 730}, {5}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Sing}	245.0	96.0	245	875	2236	inf			245	1361	2236	
{24,27} {3} {18} {5,23,24,25,27}	[{24, 27}, {3}, {18}, {5, 23, 24, 25, 27}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	245.0	96.0	245	875	2236	inf			245	1361	2236	
{5,24} {5} {18} {5}	[{24, 5}, {5}, {18}, {5}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing}	342.0	301.0	769	875	2236	4.108324196584655	427.0	468.0	769	1361	2236	-3.9516810429296747
{5} {18} {5,23,24,25,27} {3,5}	[{5}, {18}, {5, 23, 24, 25, 27}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	282.0	258.0	659	875	2236	2.00910615769864	377.0	401.0	659	1361	2236	-1.9011426648949576
{5,24,27} {5} {18} {24}	[{24, 27, 5}, {5}, {18}, {24}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {pos_DET}	282.0	110.0	282	875	2236	inf			282	1361	2236	
{23,24,25,27} {3} {18} {24,27}	[{24, 25, 27, 23}, {3}, {18}, {24, 27}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {pos_DET,feats_PronType=Art}	282.0	110.0	282	875	2236	inf			282	1361	2236	
{24,27} {3} {17,18} {24}	[{24, 27}, {3}, {17, 18}, {24}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {pos_DET}	282.0	110.0	282	875	2236	inf			282	1361	2236	
{24} {3} {18} {5}	[{24}, {3}, {18}, {5}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	476.0	407.0	1041	875	2236	9.02490585242346	565.0	634.0	1041	1361	2236	-8.7939782918967
{5} {18} {5} {5,26}	[{5}, {18}, {5}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	283.0	263.0	672	875	2236	1.5787823732917796	389.0	409.0	672	1361	2236	-1.4857757828715483
{17,18,728,730} {24} {3} {105}	[{728, 17, 18, 730}, {24}, {3}, {105}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {pos_DET} {pos_NOUN} {pos_PUNCT}	283.0	111.0	283	875	2236	inf			283	1361	2236	
{18} {5,24} {3,5} {105}	[{18}, {24, 5}, {3, 5}, {105}]	{pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing} {pos_PUNCT}	283.0	111.0	283	875	2236	inf			283	1361	2236	
{18} {24} {26} {26}	[{18}, {24}, {26}, {26}]	{pos_ADP} {pos_DET} {feats_Gender=Fem} {feats_Gender=Fem}	283.0	245.0	626	875	2236	3.9723146765109645	343.0	381.0	626	1361	2236	-3.810260102432735
{24} {3} {18} {23,24,25,27}	[{24}, {3}, {18}, {24, 25, 27, 23}]	{pos_DET} {pos_NOUN} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	283.0	111.0	283	875	2236	inf			283	1361	2236	
{24} {3,4} {17,18} {5}	[{24}, {3, 4}, {17, 18}, {5}]	{pos_DET} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP} {feats_Number=Sing}	283.0	111.0	283	875	2236	inf			283	1361	2236	
{24,27} {3} {17,18} {5}	[{24, 27}, {3}, {17, 18}, {5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing}	397.0	328.0	838	875	2236	9.574008811761008	441.0	510.0	838	1361	2236	-9.331202702011511
{3} {17,18} {5,24,27} {5}	[{3}, {17, 18}, {24, 27, 5}, {5}]	{pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	300.0	117.0	300	875	2236	inf			300	1361	2236	
{4} {18} {5,24} {3,5}	[{4}, {18}, {24, 5}, {3, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET} {pos_NOUN,feats_Number=Sing}	300.0	261.0	668	875	2236	3.945510189465227	368.0	407.0	668	1361	2236	-3.786975400462237
{5} {3,5} {17,18} {5}	[{5}, {3, 5}, {17, 18}, {5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	300.0	252.0	645	875	2236	5.62910789561667	345.0	393.0	645	1361	2236	-5.434182126010376
{5} {17,18} {5,24} {5}	[{5}, {17, 18}, {24, 5}, {5}]	{feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	300.0	117.0	300	875	2236	inf			300	1361	2236	
