	motifs_int	motifs_str	ARSCAN	CHISCO	DICEN	LADYSS	LTIE	CDPC	CRDP	ECONOMIX	LAPPS	MODALX	CEDCAC	CREA	ERO	LEGS	MODYCO	CEDIN	CREF	HAR	LEME	MONDESA	CEJEC	CRESPPA	IDHES	LESC	PRETECH	CEREG	CRPM	IREPH	LICAE	SOPHIAPOL	CEROS	CSLF	IRERP	LINP2	CHAD	CTAD	ISP	LIPO	AVERAGE	VAR	ST.DEV
{92,881} {92} {18}	[{881, 92}, {92}, {18}]	{feats_Number=Plur,wp_▁les} {feats_Number=Plur} {pos_ADP}	-10.41	-1.64	-2.60	-1.06	-3.08	-0.98	-2.50	-16.00	-10.60	-1.64	-2.56	-2.75	-3.66	-3.56	-3.97	-1.71	-3.55	-3.12	-1.82	-7.96	-0.90	-9.35	-11.38	-2.59	-2.22	-1.91	-0.69	-0.74	-4.24	-1.63	-2.14	-4.47	-1.26	-2.17	-2.49	11.60	16.00	-0.93	-2.81	28.06	5.30
{105} {130} {105}	[{105}, {130}, {105}]	{pos_PUNCT} {pos_PROPN} {pos_PUNCT}	-13.39	-2.10	-3.35	-1.36	-3.96	-1.26	-3.22	-16.00	-13.64	-2.11	-3.29	-3.53	-4.71	-4.58	-5.10	-2.20	-4.57	-4.02	-2.34	-10.24	-1.15	-12.02	-14.63	-3.33	-2.85	-2.46	-0.89	-0.96	16.00	-2.10	-2.76	-5.75	-1.61	-2.79	-3.21	-1.23	-3.26	-1.19	-3.98	28.01	5.29
{92} {4} {18} {5}	[{92}, {4}, {18}, {5}]	{feats_Number=Plur} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	-10.80	-1.70	-2.70	-1.10	-3.19	-1.02	-2.60	-16.00	-11.00	-1.70	-2.65	-2.85	-3.80	-3.69	-4.11	-1.77	-3.68	-3.24	-1.89	-8.26	-0.93	-9.70	-11.80	-2.69	-2.30	-1.98	-0.72	-0.77	-4.39	-1.69	-2.22	-4.64	-1.30	-2.25	-2.59	10.54	16.00	-0.96	-2.95	27.99	5.29
{684} {5,24,27} {5}	[{684}, {24, 27, 5}, {5}]	{pos_VERB} {feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	-8.83	-1.39	-2.21	-0.90	-2.61	-0.83	-2.12	-19.70	-8.99	-1.39	-2.17	-2.33	-3.10	-3.02	-3.36	-1.45	-3.01	-2.65	-1.54	-6.75	-0.76	-7.93	-9.65	-2.20	11.00	-1.62	-0.59	16.00	-3.59	-1.38	-1.82	-3.79	-1.06	-1.84	-2.11	-0.81	-2.15	-0.78	-2.46	27.93	5.29
{5} {5} {18} {5,23,24,25,27} {3,5,26}	[{5}, {5}, {18}, {5, 23, 24, 25, 27}, {26, 3, 5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	-10.64	-1.67	-2.66	-1.08	-3.15	-1.00	-2.56	-16.00	-10.83	-1.67	16.00	-2.81	-3.74	-3.64	-4.05	-1.75	-3.63	-3.19	-1.86	-8.14	10.40	-9.55	-11.62	-2.65	-2.26	-1.95	-0.71	-0.76	-4.33	-1.67	-2.19	-4.57	-1.28	-2.21	-2.55	-0.98	-2.59	-0.95	-2.91	27.58	5.25
{23,24,25,27} {3,4} {17,18} {5}	[{24, 25, 27, 23}, {3, 4}, {17, 18}, {5}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP} {feats_Number=Sing}	-10.45	-1.64	-2.61	-1.06	-3.09	-0.98	-2.51	-16.00	-10.64	-1.64	-2.57	-2.76	-3.67	-3.57	-3.98	-1.71	-3.56	-3.13	-1.83	-7.99	-0.90	-9.38	-11.41	-2.60	-2.22	-1.92	-0.69	-0.75	-4.25	-1.64	-2.15	-4.48	-1.26	-2.17	-2.50	10.75	16.00	-0.93	-2.84	27.48	5.24
{5} {4} {18} {24,27}	[{5}, {4}, {18}, {24, 27}]	{feats_Number=Sing} {feats_Gender=Masc} {pos_ADP} {pos_DET,feats_PronType=Art}	-10.54	-1.66	-2.64	-1.07	-3.12	-0.99	-2.53	-16.00	-10.74	-1.66	-2.59	16.00	-3.70	-3.60	-4.02	-1.73	-3.59	-3.16	-1.84	-8.06	10.41	-9.46	-11.52	-2.62	-2.24	-1.94	-0.70	-0.75	-4.29	-1.65	-2.17	-4.53	-1.27	-2.19	-2.52	-0.97	-2.57	-0.94	-2.87	27.41	5.24
{4,5} {18} {23,24,25,27} {3}	[{4, 5}, {18}, {24, 25, 27, 23}, {3}]	{feats_Gender=Masc,feats_Number=Sing} {pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN}	-10.54	-1.66	-2.64	-1.07	-3.12	-0.99	-2.53	-16.00	-10.74	-1.66	-2.59	16.00	-3.70	-3.60	-4.02	-1.73	-3.59	-3.16	-1.84	-8.06	10.41	-9.46	-11.52	-2.62	-2.24	-1.94	-0.70	-0.75	-4.29	-1.65	-2.17	-4.53	-1.27	-2.19	-2.52	-0.97	-2.57	-0.94	-2.87	27.41	5.24
{5,23,24,25,27} {5} {18} {26}	[{5, 23, 24, 25, 27}, {5}, {18}, {26}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {pos_ADP} {feats_Gender=Fem}	-10.54	-1.66	-2.64	-1.07	-3.12	-0.99	-2.53	-16.00	-10.74	-1.66	-2.59	16.00	-3.70	-3.60	-4.02	-1.73	-3.59	-3.16	-1.84	-8.06	10.41	-9.46	-11.52	-2.62	-2.24	-1.94	-0.70	-0.75	-4.29	-1.65	-2.17	-4.53	-1.27	-2.19	-2.52	-0.97	-2.57	-0.94	-2.87	27.41	5.24
{92} {17,18} {3,5}	[{92}, {17, 18}, {3, 5}]	{feats_Number=Plur} {lemma_de,pos_ADP} {pos_NOUN,feats_Number=Sing}	-10.58	-1.66	-2.64	10.25	-3.13	-1.00	-2.54	-16.00	-10.77	-1.66	-2.60	-2.79	-3.72	-3.61	-4.03	-1.74	-3.61	-3.17	-1.85	-8.09	-0.91	-9.49	-11.55	-2.63	-2.25	-1.94	-0.70	-0.75	-4.30	-1.66	-2.18	-4.54	-1.28	-2.20	-2.53	-0.98	16.00	-0.94	-2.89	27.37	5.23
{18} {23,24,25,27,92,880,881} {3,4,92}	[{18}, {880, 881, 23, 24, 25, 27, 92}, {3, 4, 92}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {pos_NOUN,feats_Gender=Masc,feats_Number=Plur}	-10.48	-1.65	-2.62	-1.07	-3.10	-0.99	-2.52	-16.00	-10.67	-1.65	-2.57	-2.77	-3.68	-3.58	-3.99	-1.72	-3.57	-3.14	-1.83	-8.01	-0.90	-9.41	-11.45	-2.61	-2.23	-1.92	-0.70	-0.75	-4.26	-1.64	-2.16	-4.50	-1.26	-2.18	-2.51	10.39	16.00	-0.93	-2.86	27.28	5.22
{24} {3} {412}	[{24}, {3}, {412}]	{pos_DET} {pos_NOUN} {pos_CCONJ}	-10.48	-1.65	-2.62	-1.07	-3.10	-0.99	-2.52	-16.00	-10.67	-1.65	-2.57	-2.77	-3.68	-3.58	-3.99	-1.72	-3.57	-3.14	-1.83	-8.01	-0.90	-9.41	-11.45	-2.61	-2.23	-1.92	-0.70	-0.75	-4.26	-1.64	-2.16	-4.50	-1.26	-2.18	-2.51	10.39	16.00	-0.93	-2.86	27.28	5.22
{3} {18} {5,24,26,27} {5,26}	[{3}, {18}, {24, 26, 27, 5}, {26, 5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	-9.77	-1.53	-2.44	-0.99	-2.89	-0.92	-2.35	-16.00	-9.94	-1.54	-2.40	12.08	-3.43	-3.34	-3.72	-1.60	-3.33	-2.93	-1.71	-7.47	-0.84	-8.77	-10.67	-2.43	-2.08	-1.79	-0.65	16.00	-3.97	-1.53	-2.01	-4.19	-1.18	-2.03	-2.34	-0.90	-2.38	-0.87	-2.60	27.25	5.22
{5} {5} {18} {5,26} {5}	[{5}, {5}, {18}, {26, 5}, {5}]	{feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	-9.70	-1.52	-2.43	-0.99	-2.87	-0.91	-2.33	-16.00	-9.88	-1.53	16.00	-2.56	-3.41	-3.32	-3.70	-1.59	-3.31	-2.91	-1.70	-7.42	12.00	-8.71	-10.60	-2.42	-2.06	-1.78	-0.64	-0.69	-3.95	-1.52	-2.00	-4.16	-1.17	-2.02	-2.32	-0.89	-2.36	-0.86	-2.59	27.08	5.20
{4,24} {4} {17,18}	[{24, 4}, {4}, {17, 18}]	{feats_Gender=Masc,pos_DET} {feats_Gender=Masc} {lemma_de,pos_ADP}	-9.70	-1.52	-2.43	-0.99	-2.87	-0.91	-2.33	-16.00	-9.88	-1.53	-2.38	-2.56	-3.41	-3.32	-3.70	-1.59	-3.31	-2.91	-1.70	-7.42	12.00	-8.71	-10.60	-2.42	-2.06	-1.78	-0.64	-0.69	-3.95	-1.52	-2.00	-4.16	-1.17	-2.02	-2.32	-0.89	16.00	-0.86	-2.59	27.08	5.20
{5} {5} {411,412,902,904}	[{5}, {5}, {904, 411, 412, 902}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_et,pos_CCONJ,feats_et,wp_▁et}	-9.70	-1.52	-2.43	-0.99	-2.87	-0.91	-2.33	-16.00	-9.88	-1.53	-2.38	-2.56	-3.41	-3.32	-3.70	-1.59	-3.31	-2.91	-1.70	-7.42	12.00	-8.71	-10.60	-2.42	-2.06	-1.78	-0.64	-0.69	-3.95	-1.52	-2.00	-4.16	-1.17	-2.02	-2.32	-0.89	16.00	-0.86	-2.59	27.08	5.20
{18} {4} {4} {105}	[{18}, {4}, {4}, {105}]	{pos_ADP} {feats_Gender=Masc} {feats_Gender=Masc} {pos_PUNCT}	-7.44	-1.17	-1.86	-0.76	-2.20	-0.70	-1.79	-16.00	-7.58	-1.17	-1.83	-1.96	-2.61	-2.54	-2.83	-1.22	-2.54	-2.23	-1.30	-5.69	-0.64	-6.68	-8.13	-1.85	-1.58	-1.37	-0.49	-0.53	-3.03	16.00	-1.53	-3.19	-0.90	-1.55	-1.78	16.00	-1.81	-0.66	-1.82	26.94	5.19
{5,24} {5} {91,93,95}	[{24, 5}, {5}, {91, 93, 95}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {feats_Mood=Ind,feats_Person=3,feats_VerbForm=Fin}	-10.22	-1.61	-2.56	-1.04	-3.02	-0.96	-2.46	-16.00	-10.41	-1.61	-2.51	-2.70	-3.59	-3.49	-3.89	10.83	-3.48	-3.07	-1.79	-7.81	10.19	-9.17	-11.17	-2.54	-2.17	-1.88	-0.68	-0.73	-4.16	-1.60	-2.10	-4.39	-1.23	-2.13	-2.45	10.72	-2.49	-0.91	-2.64	26.91	5.19
{24,26} {26} {26}	[{24, 26}, {26}, {26}]	{pos_DET,feats_Gender=Fem} {feats_Gender=Fem} {feats_Gender=Fem}	-7.41	-1.16	-1.85	-0.75	-2.19	-0.70	-1.78	-16.00	-7.54	-1.17	-1.82	-1.95	-2.60	-2.53	-2.82	-1.22	-2.53	-2.22	-1.30	-5.66	-0.64	-6.65	-8.09	-1.84	-1.58	-1.36	-0.49	16.00	-3.01	16.00	-1.52	-3.18	-0.89	-1.54	-1.77	-0.68	-1.80	-0.66	-1.81	26.89	5.19
{4,5} {5} {18} {5} {5}	[{4, 5}, {5}, {18}, {5}, {5}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	-7.34	-1.15	-1.84	-0.75	-2.17	-0.69	-1.76	-16.00	-7.48	-1.16	-1.80	-1.94	-2.58	-2.51	-2.80	-1.20	-2.50	-2.20	-1.28	-5.62	16.00	-6.59	-8.02	-1.83	-1.56	-1.35	-0.49	-0.52	-2.99	16.00	-1.51	-3.15	-0.89	-1.53	-1.76	-0.68	-1.79	-0.65	-1.79	26.80	5.18
{5,24,26} {5,26} {26}	[{24, 26, 5}, {26, 5}, {26}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {feats_Gender=Fem}	-7.31	-1.15	-1.83	-0.74	-2.16	-0.69	-1.76	-16.00	-7.44	-1.15	-1.80	-1.93	-2.57	-2.50	-2.78	-1.20	-2.49	-2.19	-1.28	-5.59	-0.63	-6.56	-7.99	-1.82	-1.56	-1.34	-0.49	16.00	-2.97	16.00	-1.50	-3.14	-0.88	-1.52	-1.75	-0.67	-1.78	-0.65	-1.78	26.75	5.17
{5,24,26} {5,26} {5,26}	[{24, 26, 5}, {26, 5}, {26, 5}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem}	-7.25	-1.14	-1.81	-0.74	-2.14	-0.68	-1.74	-16.00	-7.38	-1.14	-1.78	-1.91	-2.55	-2.48	-2.76	-1.19	-2.47	-2.17	-1.27	-5.54	-0.62	-6.50	-7.92	-1.80	-1.54	-1.33	-0.48	16.00	-2.95	16.00	-1.49	-3.11	-0.87	-1.51	-1.74	-0.67	-1.77	-0.64	-1.77	26.66	5.16
{5} {5} {17,18} {5} {5,26}	[{5}, {5}, {17, 18}, {5}, {26, 5}]	{feats_Number=Sing} {feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	-10.06	-1.58	-2.52	-1.02	-2.97	-0.95	-2.42	-16.00	-10.24	-1.58	16.00	-2.65	-3.53	-3.44	-3.83	-1.65	-3.43	-3.02	-1.76	-7.69	10.53	-9.03	-10.99	-2.50	-2.14	-1.85	-0.67	-0.72	-4.09	-1.58	-2.07	-4.32	-1.21	-2.09	-2.41	-0.93	-2.45	-0.89	-2.73	26.61	5.16
{24,27} {3} {17,18} {5} {26}	[{24, 27}, {3}, {17, 18}, {5}, {26}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Gender=Fem}	-10.06	-1.58	-2.52	-1.02	-2.97	-0.95	-2.42	-16.00	-10.24	-1.58	16.00	-2.65	-3.53	-3.44	-3.83	-1.65	-3.43	-3.02	-1.76	-7.69	10.53	-9.03	-10.99	-2.50	-2.14	-1.85	-0.67	-0.72	-4.09	-1.58	-2.07	-4.32	-1.21	-2.09	-2.41	-0.93	-2.45	-0.89	-2.73	26.61	5.16
{24} {3} {17,18} {5,24,27} {3,5}	[{24}, {3}, {17, 18}, {24, 27, 5}, {3, 5}]	{pos_DET} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-9.99	-1.57	-2.50	-1.02	-2.96	-0.94	-2.40	-16.00	-10.18	-1.57	16.00	-2.64	-3.51	-3.42	-3.81	-1.64	-3.41	-3.00	-1.75	-7.64	-0.86	-8.97	-10.92	-2.49	-2.13	-1.84	-0.66	-0.71	-4.06	-1.57	-2.06	-4.29	-1.20	-2.08	-2.39	10.63	-2.43	-0.89	-2.71	26.57	5.15
{26} {3,5,26} {5}	[{26}, {26, 3, 5}, {5}]	{feats_Gender=Fem} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	-7.18	-1.13	-1.80	-0.73	-2.12	-0.68	-1.73	-16.00	-7.31	-1.13	-1.76	-1.90	-2.52	-2.45	-2.74	-1.18	-2.45	-2.15	-1.26	-5.49	-0.62	-6.45	-7.85	-1.79	-1.53	-1.32	-0.48	16.00	-2.92	16.00	-1.48	-3.08	-0.87	-1.49	-1.72	-0.66	-1.75	-0.64	-1.75	26.57	5.15
{5,26} {3,5} {5}	[{26, 5}, {3, 5}, {5}]	{feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	-7.18	-1.13	-1.80	-0.73	-2.12	-0.68	-1.73	-16.00	-7.31	-1.13	-1.76	-1.90	-2.52	-2.45	-2.74	-1.18	-2.45	-2.15	-1.26	-5.49	-0.62	-6.45	-7.85	-1.79	-1.53	-1.32	-0.48	16.00	-2.92	16.00	-1.48	-3.08	-0.87	-1.49	-1.72	-0.66	-1.75	-0.64	-1.75	26.57	5.15
{5,24,27} {4} {18} {5}	[{24, 27, 5}, {4}, {18}, {5}]	{feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	-10.03	-1.57	-2.51	-1.02	-2.96	-0.94	-2.41	-16.00	-10.21	-1.58	16.00	-2.65	-3.52	-3.43	-3.82	-1.64	-3.42	-3.01	-1.75	-7.67	10.51	-9.00	-10.95	-2.50	-2.13	-1.84	-0.67	-0.72	-4.08	-1.57	-2.06	-4.30	-1.21	-2.09	-2.40	-0.92	-2.44	-0.89	-2.72	26.54	5.15
{5,26} {3,5,26} {5}	[{26, 5}, {26, 3, 5}, {5}]	{feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	-7.15	-1.12	-1.79	-0.73	-2.11	-0.67	-1.72	-15.95	-7.28	-1.13	-1.76	-1.89	-2.51	-2.44	-2.72	-1.17	-2.44	-2.14	-1.25	-5.47	-0.62	-6.42	-7.81	-1.78	-1.52	-1.31	-0.47	16.00	-2.91	16.00	-1.47	-3.07	-0.86	-1.49	-1.71	-0.66	-1.74	-0.64	-1.73	26.48	5.15
{5,26} {18} {3}	[{26, 5}, {18}, {3}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {pos_NOUN}	-8.83	-1.39	-2.21	-0.90	-2.61	10.19	-2.12	-19.70	-8.99	-1.39	-2.17	-2.33	-3.10	-3.02	-3.36	-1.45	-3.01	-2.65	-1.54	-6.75	9.94	-7.93	-9.65	-2.20	-1.88	-1.62	-0.59	-0.63	-3.59	-1.38	-1.82	-3.79	-1.06	-1.84	-2.11	10.17	-2.15	-0.78	-2.37	26.48	5.15
{24,27} {3} {17,18} {5} {5,26}	[{24, 27}, {3}, {17, 18}, {5}, {26, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	-9.99	-1.57	-2.50	-1.02	-2.96	-0.94	-2.40	-16.00	-10.18	-1.57	16.00	-2.64	-3.51	-3.42	-3.81	-1.64	-3.41	-3.00	-1.75	-7.64	10.46	-8.97	-10.92	-2.49	-2.13	-1.84	-0.66	-0.71	-4.06	-1.57	-2.06	-4.29	-1.20	-2.08	-2.39	-0.92	-2.43	-0.89	-2.71	26.44	5.14
{5} {18} {5,26,964}	[{5}, {18}, {26, 964, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,feats_Gender=Fem,wp_▁la}	-9.19	-1.44	-2.30	-0.93	-2.72	-0.86	-2.21	-16.00	-9.35	-1.45	12.23	-2.42	-3.23	-3.14	-3.50	-1.51	-3.13	-2.76	-1.61	-7.02	-0.79	-8.24	-10.03	-2.29	-1.95	-1.69	-0.61	16.00	-3.74	-1.44	-1.89	-3.94	-1.11	-1.91	-2.20	-0.85	-2.24	-0.82	-2.43	26.36	5.13
{5} {3,5} {18} {5,24,27} {3,5}	[{5}, {3, 5}, {18}, {24, 27, 5}, {3, 5}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	-9.19	-1.44	-2.30	-0.93	-2.72	-0.86	-2.21	-16.00	-9.35	-1.45	12.23	-2.42	-3.23	-3.14	-3.50	-1.51	-3.13	-2.76	-1.61	-7.02	-0.79	-8.24	-10.03	-2.29	-1.95	-1.69	-0.61	16.00	-3.74	-1.44	-1.89	-3.94	-1.11	-1.91	-2.20	-0.85	-2.24	-0.82	-2.43	26.36	5.13
{5} {18} {5,23,24,25,26,27} {5,26}	[{5}, {18}, {5, 23, 24, 25, 26, 27}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_Gender=Fem,feats_PronType=Art} {feats_Number=Sing,feats_Gender=Fem}	-9.19	-1.44	-2.30	-0.93	-2.72	-0.86	-2.21	-16.00	-9.35	-1.45	12.23	-2.42	-3.23	-3.14	-3.50	-1.51	-3.13	-2.76	-1.61	-7.02	-0.79	-8.24	-10.03	-2.29	-1.95	-1.69	-0.61	16.00	-3.74	-1.44	-1.89	-3.94	-1.11	-1.91	-2.20	-0.85	-2.24	-0.82	-2.43	26.36	5.13
{5,23,24,25,27} {5} {4}	[{5, 23, 24, 25, 27}, {5}, {4}]	{feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing} {feats_Gender=Masc}	-9.70	16.00	-2.43	-0.99	-2.87	-0.91	-2.33	-16.00	-9.88	10.90	-2.38	-2.56	-3.41	-3.32	-3.70	-1.59	-3.31	-2.91	-1.70	-7.42	-0.84	-8.71	-10.60	-2.42	-2.06	-1.78	-0.64	-0.69	-3.95	-1.52	-2.00	-4.16	-1.17	-2.02	-2.32	-0.89	-2.36	-0.86	-2.62	26.27	5.13
{5} {5} {904}	[{5}, {5}, {904}]	{feats_Number=Sing} {feats_Number=Sing} {wp_▁et}	-9.74	-1.53	-2.43	-0.99	-2.88	-0.92	-2.34	-16.00	-9.91	-1.53	-2.39	-2.57	-3.42	-3.33	-3.71	-1.60	-3.32	-2.92	-1.70	-7.44	10.65	-8.74	-10.64	-2.42	-2.07	-1.79	-0.65	-0.69	-3.96	-1.53	-2.00	-4.18	-1.17	-2.02	-2.33	-0.90	16.00	-0.87	-2.63	26.12	5.11
{5,24,26} {3,5} {5}	[{24, 26, 5}, {3, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing} {feats_Number=Sing}	-7.02	-1.10	-1.76	-0.71	-2.08	-0.66	-1.69	-15.66	-7.15	-1.10	-1.72	-1.85	-2.47	-2.40	-2.67	-1.15	-2.39	-2.11	-1.23	-5.37	-0.60	-6.30	-7.67	-1.75	-1.49	-1.29	-0.47	16.00	-2.86	16.00	-1.44	-3.01	-0.85	-1.46	-1.68	-0.65	-1.71	-0.62	-1.69	26.08	5.11
{24,92} {4,92} {92}	[{24, 92}, {4, 92}, {92}]	{pos_DET,feats_Number=Plur} {feats_Gender=Masc,feats_Number=Plur} {feats_Number=Plur}	-9.90	-1.55	-2.48	10.10	-2.93	-0.93	-2.38	-16.00	-10.08	-1.56	-2.43	-2.61	-3.48	-3.38	-3.77	-1.62	-3.37	-2.97	-1.73	-7.57	-0.85	-8.88	-10.81	-2.46	16.00	-1.82	-0.66	-0.71	-4.03	-1.55	-2.04	-4.25	-1.19	-2.06	-2.37	-0.91	-2.41	-0.88	-2.70	26.03	5.10
{5,24,26} {3,5,26} {5}	[{24, 26, 5}, {26, 3, 5}, {5}]	{feats_Number=Sing,pos_DET,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {feats_Number=Sing}	-6.99	-1.10	-1.75	-0.71	-2.07	-0.66	-1.68	-15.59	-7.12	-1.10	-1.72	-1.84	-2.46	-2.39	-2.66	-1.15	-2.38	-2.10	-1.22	-5.34	-0.60	-6.27	-7.63	-1.74	-1.49	-1.28	-0.46	16.00	-2.84	16.00	-1.44	-3.00	-0.84	-1.45	-1.67	-0.64	-1.70	-0.62	-1.68	25.98	5.10
{17,18} {5,26} {3,5}	[{17, 18}, {26, 5}, {3, 5}]	{lemma_de,pos_ADP} {feats_Number=Sing,feats_Gender=Fem} {pos_NOUN,feats_Number=Sing}	-9.57	-1.50	-2.39	-0.97	-2.83	-0.90	-2.30	-16.00	-9.75	-1.51	10.84	-2.53	-3.36	-3.27	-3.65	-1.57	-3.26	-2.87	-1.67	-7.32	-0.82	-8.59	-10.46	-2.38	-2.04	-1.76	-0.64	16.00	-3.89	-1.50	-1.97	-4.11	-1.15	-1.99	-2.29	-0.88	-2.33	-0.85	-2.58	25.97	5.10
{18} {5} {4,5} {4}	[{18}, {5}, {4, 5}, {4}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc}	-9.64	16.00	-2.41	-0.98	-2.85	-0.91	-2.32	-16.00	-9.81	10.60	-2.37	-2.54	-3.39	-3.29	-3.67	-1.58	-3.29	-2.89	-1.69	-7.37	-0.83	-8.65	-10.53	-2.40	-2.05	-1.77	-0.64	-0.69	-3.92	-1.51	-1.98	-4.14	-1.16	-2.00	-2.31	-0.89	-2.35	-0.86	-2.61	25.94	5.09
{18} {23,24,25,27} {4} {4}	[{18}, {24, 25, 27, 23}, {4}, {4}]	{pos_ADP} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Gender=Masc} {feats_Gender=Masc}	-9.64	16.00	-2.41	-0.98	-2.85	-0.91	-2.32	-16.00	-9.81	10.60	-2.37	-2.54	-3.39	-3.29	-3.67	-1.58	-3.29	-2.89	-1.69	-7.37	-0.83	-8.65	-10.53	-2.40	-2.05	-1.77	-0.64	-0.69	-3.92	-1.51	-1.98	-4.14	-1.16	-2.00	-2.31	-0.89	-2.35	-0.86	-2.61	25.94	5.09
{18} {4,5,24,27} {130}	[{18}, {24, 27, 4, 5}, {130}]	{pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_PROPN}	-9.57	-1.50	-2.39	-0.97	-2.83	-0.90	-2.30	-16.00	-9.75	-1.51	-2.35	-2.53	-3.36	-3.27	-3.65	10.70	-3.26	-2.87	-1.67	-7.32	-0.82	-8.59	-10.46	-2.38	-2.04	-1.76	-0.64	-0.68	-3.89	16.00	-1.97	-4.11	-1.15	-1.99	-2.29	-0.88	-2.33	-0.85	-2.58	25.90	5.09
{5} {5} {3,4}	[{5}, {5}, {3, 4}]	{feats_Number=Sing} {feats_Number=Sing} {pos_NOUN,feats_Gender=Masc}	-9.61	16.00	-2.40	-0.98	-2.84	-0.90	-2.31	-16.00	-9.78	10.49	-2.36	-2.53	-3.38	-3.28	-3.66	-1.58	-3.27	-2.88	-1.68	-7.34	-0.83	-8.62	-10.49	-2.39	-2.04	-1.76	-0.64	-0.69	-3.91	-1.51	-1.98	-4.12	-1.16	-2.00	-2.30	-0.89	-2.34	-0.85	-2.60	25.81	5.08
{18} {24} {3,26} {11,26}	[{18}, {24}, {26, 3}, {26, 11}]	{pos_ADP} {pos_DET} {pos_NOUN,feats_Gender=Fem} {pos_ADJ,feats_Gender=Fem}	-11.32	-1.78	-2.83	-1.15	-3.35	-1.07	-2.72	-16.00	-11.53	-1.78	-2.78	-2.99	-3.98	-3.87	-4.31	-1.86	-3.86	-3.40	-1.98	-8.66	-0.97	-10.16	-12.37	-2.82	11.31	-2.08	-0.75	-0.81	-4.60	11.82	-2.33	-4.86	-1.36	-2.35	-2.71	-1.04	-2.76	-1.01	-3.19	25.80	5.08
