	motifs_int	motifs_str	k	M	f	t	T	indice
{5,26} {18} {5,24,27} {3,5}	[{26, 5}, {18}, {24, 27, 5}, {3, 5}]	{feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	7	613	567	48978	-3.1195824107968404
{4} {4,5} {17,18,728,730}	[{4}, {4, 5}, {728, 17, 18, 730}]	{feats_Gender=Masc} {feats_Gender=Masc,feats_Number=Sing} {lemma_de,pos_ADP,feats_de,wp_▁de}	0	7	614	567	48978	-3.12470387798786
{17,18,730} {4,5,24} {3,4,5}	[{17, 18, 730}, {24, 4, 5}, {3, 4, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	7	615	567	48978	-3.129825451680427
{5} {18} {5,24,26,27} {3,5,26}	[{5}, {18}, {24, 26, 27, 5}, {26, 3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	0	7	615	567	48978	-3.129825451680427
{17,18,728,730} {4,5} {3,4,5}	[{728, 17, 18, 730}, {4, 5}, {3, 4, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	7	616	567	48978	-3.1349471319251
{5} {18} {5,24,26,27} {3,5}	[{5}, {18}, {24, 26, 27, 5}, {3, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_Gender=Fem,feats_PronType=Art} {pos_NOUN,feats_Number=Sing}	0	7	616	567	48978	-3.1349471319251
{18} {24} {26} {105}	[{18}, {24}, {26}, {105}]	{pos_ADP} {pos_DET} {feats_Gender=Fem} {pos_PUNCT}	0	7	617	567	48978	-3.1400689186965995
{17,18,728,730} {4,5} {3}	[{728, 17, 18, 730}, {4, 5}, {3}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN}	0	7	617	567	48978	-3.1400689186965995
{17,18,728,730} {4} {3,4,5}	[{728, 17, 18, 730}, {4}, {3, 4, 5}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	7	617	567	48978	-3.1400689186965995
{3,92} {17,18} {3}	[{3, 92}, {17, 18}, {3}]	{pos_NOUN,feats_Number=Plur} {lemma_de,pos_ADP} {pos_NOUN}	0	7	618	567	48978	-3.1451908119696466
{4,5} {4} {17,18,728,730}	[{4, 5}, {4}, {728, 17, 18, 730}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc} {lemma_de,pos_ADP,feats_de,wp_▁de}	0	7	618	567	48978	-3.1451908119696466
{5} {3,5} {17,18} {3}	[{5}, {3, 5}, {17, 18}, {3}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {pos_NOUN}	0	7	619	567	48978	-3.150312811820079
{17,18,730} {4,5} {3,4,5}	[{17, 18, 730}, {4, 5}, {3, 4, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	7	620	567	48978	-3.155434918222617
{23,24,25,27} {3} {17,18} {3}	[{24, 25, 27, 23}, {3}, {17, 18}, {3}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {lemma_de,pos_ADP} {pos_NOUN}	0	7	621	567	48978	-3.160557131151982
{17,18,730} {4,5} {3}	[{17, 18, 730}, {4, 5}, {3}]	{lemma_de,pos_ADP,wp_▁de} {feats_Gender=Masc,feats_Number=Sing} {pos_NOUN}	0	7	621	567	48978	-3.160557131151982
{5} {3} {17,18} {3}	[{5}, {3}, {17, 18}, {3}]	{feats_Number=Sing} {pos_NOUN} {lemma_de,pos_ADP} {pos_NOUN}	0	7	621	567	48978	-3.160557131151982
{17,18,730} {4} {3,4,5}	[{17, 18, 730}, {4}, {3, 4, 5}]	{lemma_de,pos_ADP,wp_▁de} {feats_Gender=Masc} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing}	0	7	621	567	48978	-3.160557131151982
{26} {11,26} {105}	[{26}, {26, 11}, {105}]	{feats_Gender=Fem} {pos_ADJ,feats_Gender=Fem} {pos_PUNCT}	0	7	623	567	48978	-3.170801876692309
{92} {4,92} {4}	[{92}, {4, 92}, {4}]	{feats_Number=Plur} {feats_Gender=Masc,feats_Number=Plur} {feats_Gender=Masc}	0	7	623	567	48978	-3.170801876692309
{24} {3} {1037}	[{24}, {3}, {1037}]	{pos_DET} {pos_NOUN} {wp_,}	0	7	624	567	48978	-3.1759244092779917
{18} {24} {4} {17,18}	[{18}, {24}, {4}, {17, 18}]	{pos_ADP} {pos_DET} {feats_Gender=Masc} {lemma_de,pos_ADP}	0	7	627	567	48978	-3.19129264652463
{3,5} {18} {4}	[{3, 5}, {18}, {4}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {feats_Gender=Masc}	0	7	628	567	48978	-3.1964156053945745
{3,4} {18} {5,23,24,25,27} {5}	[{3, 4}, {18}, {5, 23, 24, 25, 27}, {5}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {feats_Number=Sing}	0	7	628	567	48978	-3.1964156053945745
{3,5,26} {18} {5} {5}	[{26, 3, 5}, {18}, {5}, {5}]	{pos_NOUN,feats_Number=Sing,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing}	0	7	628	567	48978	-3.1964156053945745
{3,4} {18} {5,23,24,25,27}	[{3, 4}, {18}, {5, 23, 24, 25, 27}]	{pos_NOUN,feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	0	7	629	567	48978	-3.2015386709177416
{4,5} {3,4,5} {17,18}	[{4, 5}, {3, 4, 5}, {17, 18}]	{feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc,feats_Number=Sing} {lemma_de,pos_ADP}	0	7	631	567	48978	-3.211785121645673
{26} {11} {105}	[{26}, {11}, {105}]	{feats_Gender=Fem} {pos_ADJ} {pos_PUNCT}	0	7	633	567	48978	-3.2220319987084247
{4,5} {3,4} {17,18}	[{4, 5}, {3, 4}, {17, 18}]	{feats_Gender=Masc,feats_Number=Sing} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP}	0	7	634	567	48978	-3.2271555971690766
{17,18,728,730} {23,24,25,27} {3} {105}	[{728, 17, 18, 730}, {24, 25, 27, 23}, {3}, {105}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_PUNCT}	0	7	634	567	48978	-3.2271555971690766
{24,92} {3,92} {17,18}	[{24, 92}, {3, 92}, {17, 18}]	{pos_DET,feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {lemma_de,pos_ADP}	0	7	636	567	48978	-3.2374031138983734
{24,92} {92} {17,18}	[{24, 92}, {92}, {17, 18}]	{pos_DET,feats_Number=Plur} {feats_Number=Plur} {lemma_de,pos_ADP}	0	7	638	567	48978	-3.247651057114166
{5,24} {5} {93,95}	[{24, 5}, {5}, {93, 95}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {feats_Person=3,feats_VerbForm=Fin}	0	7	640	567	48978	-3.257899426892292
{24,27} {3} {18} {5} {5,26}	[{24, 27}, {3}, {18}, {5}, {26, 5}]	{pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	0	7	640	567	48978	-3.257899426892292
{18} {5} {4,5} {18}	[{18}, {5}, {4, 5}, {18}]	{pos_ADP} {feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	0	7	644	567	48978	-3.278397446034427
{18} {24} {4} {18} {5}	[{18}, {24}, {4}, {18}, {5}]	{pos_ADP} {pos_DET} {feats_Gender=Masc} {pos_ADP} {feats_Number=Sing}	0	7	644	567	48978	-3.278397446034427
{17,18} {24,27} {3} {18}	[{17, 18}, {24, 27}, {3}, {18}]	{lemma_de,pos_ADP} {pos_DET,feats_PronType=Art} {pos_NOUN} {pos_ADP}	0	7	645	567	48978	-3.2835222174530188
