	motifs_int	motifs_str	k	M	f	t	T	indice
{5,24} {5} {11}	[{24, 5}, {5}, {11}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {pos_ADJ}	377	175	6299	1361	48978	inf
{24,92} {3} {11,92}	[{24, 92}, {3}, {11, 92}]	{pos_DET,feats_Number=Plur} {pos_NOUN} {pos_ADJ,feats_Number=Plur}	373	68	2480	1361	48978	inf
{5} {26} {18} {5}	[{5}, {26}, {18}, {5}]	{feats_Number=Sing} {feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	348	108	3896	1361	48978	inf
{3,5} {17,18} {5}	[{3, 5}, {17, 18}, {5}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {feats_Number=Sing}	457	271	9776	1361	48978	inf
{24} {3} {18} {5}	[{24}, {3}, {18}, {5}]	{pos_DET} {pos_NOUN} {pos_ADP} {feats_Number=Sing}	565	373	13441	1361	48978	inf
{24} {4} {5}	[{24}, {4}, {5}]	{pos_DET} {feats_Gender=Masc} {feats_Number=Sing}	354	170	6121	1361	48978	inf
{5,24} {5} {17,18}	[{24, 5}, {5}, {17, 18}]	{feats_Number=Sing,pos_DET} {feats_Number=Sing} {lemma_de,pos_ADP}	462	206	7430	1361	48978	inf
{5} {18} {5} {5,26}	[{5}, {18}, {5}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing} {feats_Number=Sing,feats_Gender=Fem}	389	190	6849	1361	48978	inf
{3} {18} {5,23,24,25,27}	[{3}, {18}, {5, 23, 24, 25, 27}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art}	401	200	7196	1361	48978	inf
{24} {3} {5}	[{24}, {3}, {5}]	{pos_DET} {pos_NOUN} {feats_Number=Sing}	505	321	11544	1361	48978	inf
{5} {18} {5,24} {5}	[{5}, {18}, {24, 5}, {5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	486	350	12610	1361	48978	inf
{5} {18} {5,24,27}	[{5}, {18}, {24, 27, 5}]	{feats_Number=Sing} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	464	313	11272	1361	48978	inf
{3} {18} {5,24} {5}	[{3}, {18}, {24, 5}, {5}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing,pos_DET} {feats_Number=Sing}	471	340	12235	1361	48978	inf
{18} {24,26} {3,26}	[{18}, {24, 26}, {26, 3}]	{pos_ADP} {pos_DET,feats_Gender=Fem} {pos_NOUN,feats_Gender=Fem}	390	177	6394	1361	48978	inf
{18} {24} {3} {18}	[{18}, {24}, {3}, {18}]	{pos_ADP} {pos_DET} {pos_NOUN} {pos_ADP}	489	317	11421	1361	48978	inf
{92} {3} {11}	[{92}, {3}, {11}]	{feats_Number=Plur} {pos_NOUN} {pos_ADJ}	408	89	3211	1361	48978	inf
{24,27,92} {92} {11,92}	[{24, 27, 92}, {92}, {11, 92}]	{pos_DET,feats_PronType=Art,feats_Number=Plur} {feats_Number=Plur} {pos_ADJ,feats_Number=Plur}	360	59	2121	1361	48978	inf
{18} {26} {3}	[{18}, {26}, {3}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN}	407	184	6621	1361	48978	inf
{26} {5,26} {18}	[{26}, {26, 5}, {18}]	{feats_Gender=Fem} {feats_Number=Sing,feats_Gender=Fem} {pos_ADP}	351	123	4458	1361	48978	inf
{18} {24,27,92} {26}	[{18}, {24, 27, 92}, {26}]	{pos_ADP} {pos_DET,feats_PronType=Art,feats_Number=Plur} {feats_Gender=Fem}	347	73	2642	1361	48978	inf
{5} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881}	[{5}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}]	{feats_Number=Sing} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les}	350	57	2076	1361	48978	inf
{92} {92} {4,92}	[{92}, {92}, {4, 92}]	{feats_Number=Plur} {feats_Number=Plur} {feats_Gender=Masc,feats_Number=Plur}	343	55	2002	1361	48978	inf
{23,24,25,27,92} {92} {92}	[{23, 24, 25, 27, 92}, {92}, {92}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur} {feats_Number=Plur} {feats_Number=Plur}	378	82	2978	1361	48978	inf
{17,18} {4,5,24,27} {5}	[{17, 18}, {24, 27, 4, 5}, {5}]	{lemma_de,pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET,feats_PronType=Art} {feats_Number=Sing}	341	119	4312	1361	48978	inf
{5} {873,874,875,877} {17,18,728,730,878} {23,24,25,27,92,880,881} {92}	[{5}, {873, 874, 875, 877}, {878, 17, 18, 728, 730}, {880, 881, 23, 24, 25, 27, 92}, {92}]	{feats_Number=Sing} {lemma_des,pos_des,feats_des,wp_▁des} {lemma_de,pos_ADP,feats_de,wp_▁de,dep_de} {lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art,feats_Number=Plur,dep_les,wp_▁les} {feats_Number=Plur}	349	57	2064	1361	48978	inf
{92} {92} {11}	[{92}, {92}, {11}]	{feats_Number=Plur} {feats_Number=Plur} {pos_ADJ}	424	102	3676	1361	48978	inf
{24,92} {92} {11}	[{24, 92}, {92}, {11}]	{pos_DET,feats_Number=Plur} {feats_Number=Plur} {pos_ADJ}	381	70	2543	1361	48978	inf
{17,18,730} {5} {26}	[{17, 18, 730}, {5}, {26}]	{lemma_de,pos_ADP,wp_▁de} {feats_Number=Sing} {feats_Gender=Fem}	377	164	5907	1361	48978	inf
{4} {18} {24} {3,5}	[{4}, {18}, {24}, {3, 5}]	{feats_Gender=Masc} {pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing}	368	129	4651	1361	48978	inf
{4} {18} {5,24,27}	[{4}, {18}, {24, 27, 5}]	{feats_Gender=Masc} {pos_ADP} {feats_Number=Sing,pos_DET,feats_PronType=Art}	373	144	5185	1361	48978	inf
{3,5} {17,18} {3}	[{3, 5}, {17, 18}, {3}]	{pos_NOUN,feats_Number=Sing} {lemma_de,pos_ADP} {pos_NOUN}	379	109	3930	1361	48978	inf
{18} {24,92} {92} {92}	[{18}, {24, 92}, {92}, {92}]	{pos_ADP} {pos_DET,feats_Number=Plur} {feats_Number=Plur} {feats_Number=Plur}	346	64	2301	1361	48978	inf
{5} {18} {24} {3,5,26}	[{5}, {18}, {24}, {26, 3, 5}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN,feats_Number=Sing,feats_Gender=Fem}	345	135	4859	1361	48978	inf
{24,92} {92} {11,92}	[{24, 92}, {92}, {11, 92}]	{pos_DET,feats_Number=Plur} {feats_Number=Plur} {pos_ADJ,feats_Number=Plur}	376	69	2508	1361	48978	inf
{18} {26} {3,5}	[{18}, {26}, {3, 5}]	{pos_ADP} {feats_Gender=Fem} {pos_NOUN,feats_Number=Sing}	394	180	6477	1361	48978	inf
{17,18,730} {24} {3,26}	[{17, 18, 730}, {24}, {26, 3}]	{lemma_de,pos_ADP,wp_▁de} {pos_DET} {pos_NOUN,feats_Gender=Fem}	485	281	10128	1361	48978	inf
{23,24,25,27} {3} {18} {26}	[{24, 25, 27, 23}, {3}, {18}, {26}]	{lemma_le,pos_DET,feats_Definite=Def,feats_PronType=Art} {pos_NOUN} {pos_ADP} {feats_Gender=Fem}	349	96	3466	1361	48978	inf
{5} {18} {24} {5,26}	[{5}, {18}, {24}, {26, 5}]	{feats_Number=Sing} {pos_ADP} {pos_DET} {feats_Number=Sing,feats_Gender=Fem}	364	172	6198	1361	48978	inf
{5} {3,5} {18} {3}	[{5}, {3, 5}, {18}, {3}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_NOUN}	347	106	3821	1361	48978	inf
{92} {4} {92}	[{92}, {4}, {92}]	{feats_Number=Plur} {feats_Gender=Masc} {feats_Number=Plur}	360	82	2967	1361	48978	inf
{17,18} {4,5,24} {5}	[{17, 18}, {24, 4, 5}, {5}]	{lemma_de,pos_ADP} {feats_Gender=Masc,feats_Number=Sing,pos_DET} {feats_Number=Sing}	353	123	4434	1361	48978	inf
{3} {18} {5} {3,26}	[{3}, {18}, {5}, {26, 3}]	{pos_NOUN} {pos_ADP} {feats_Number=Sing} {pos_NOUN,feats_Gender=Fem}	341	129	4667	1361	48978	inf
{5} {5} {730}	[{5}, {5}, {730}]	{feats_Number=Sing} {feats_Number=Sing} {wp_▁de}	482	299	10777	1361	48978	inf
{24,27} {3,4} {17,18}	[{24, 27}, {3, 4}, {17, 18}]	{pos_DET,feats_PronType=Art} {pos_NOUN,feats_Gender=Masc} {lemma_de,pos_ADP}	341	131	4728	1361	48978	inf
{24,92} {3,92} {92}	[{24, 92}, {3, 92}, {92}]	{pos_DET,feats_Number=Plur} {pos_NOUN,feats_Number=Plur} {feats_Number=Plur}	459	128	4603	1361	48978	inf
{3,5} {18} {24} {3}	[{3, 5}, {18}, {24}, {3}]	{pos_NOUN,feats_Number=Sing} {pos_ADP} {pos_DET} {pos_NOUN}	398	191	6871	1361	48978	inf
{3,26} {18} {5}	[{26, 3}, {18}, {5}]	{pos_NOUN,feats_Gender=Fem} {pos_ADP} {feats_Number=Sing}	513	287	10351	1361	48978	inf
{4,5} {4,5} {18}	[{4, 5}, {4, 5}, {18}]	{feats_Gender=Masc,feats_Number=Sing} {feats_Gender=Masc,feats_Number=Sing} {pos_ADP}	383	169	6101	1361	48978	inf
{5} {3,5} {11}	[{5}, {3, 5}, {11}]	{feats_Number=Sing} {pos_NOUN,feats_Number=Sing} {pos_ADJ}	398	196	7065	1361	48978	inf
{18} {82196} {5}	[{18}, {82196}, {5}]	{pos_ADP} {wp_’} {feats_Number=Sing}	393	130	4681	1361	48978	inf
{17,18,728,730} {92} {3,92}	[{728, 17, 18, 730}, {92}, {3, 92}]	{lemma_de,pos_ADP,feats_de,wp_▁de} {feats_Number=Plur} {pos_NOUN,feats_Number=Plur}	453	159	5744	1361	48978	inf
